locus_tag	ftype	length_bp	gene	EC_number	COG	product
LOAGDLFN_02721	CDS	1200	yteR_3	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
LOAGDLFN_02722	CDS	1470				hypothetical protein
LOAGDLFN_02723	CDS	3975				hypothetical protein
LOAGDLFN_02724	CDS	2106	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
LOAGDLFN_02725	CDS	1824				hypothetical protein
LOAGDLFN_02726	CDS	2145				hypothetical protein
LOAGDLFN_02727	CDS	429				hypothetical protein
LOAGDLFN_02728	CDS	1044	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
LOAGDLFN_02729	CDS	1083	fcl_1	1.1.1.271	COG0451	GDP-L-fucose synthase
LOAGDLFN_02730	CDS	1080	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
LOAGDLFN_02731	CDS	819				hypothetical protein
LOAGDLFN_02732	CDS	906				hypothetical protein
LOAGDLFN_02733	CDS	888				hypothetical protein
LOAGDLFN_02734	CDS	549	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LOAGDLFN_02735	CDS	1098	pglJ_1	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
LOAGDLFN_02736	CDS	786				hypothetical protein
LOAGDLFN_02737	CDS	1053	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
LOAGDLFN_02738	CDS	696	neuA_1	2.7.7.43		N-acylneuraminate cytidylyltransferase
LOAGDLFN_02739	CDS	1533	mhpE_1	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
LOAGDLFN_02740	CDS	990				hypothetical protein
LOAGDLFN_02741	CDS	1521				hypothetical protein
LOAGDLFN_02742	CDS	1044				hypothetical protein
LOAGDLFN_02743	CDS	1128				hypothetical protein
LOAGDLFN_02744	CDS	828				hypothetical protein
LOAGDLFN_02745	CDS	1518				hypothetical protein
LOAGDLFN_02746	CDS	291				hypothetical protein
LOAGDLFN_02747	CDS	501	rfaH			Transcription antitermination protein RfaH
LOAGDLFN_02748	CDS	198				hypothetical protein
LOAGDLFN_02749	CDS	2379				hypothetical protein
LOAGDLFN_02750	CDS	231				hypothetical protein
LOAGDLFN_02751	CDS	429				hypothetical protein
LOAGDLFN_02752	CDS	102				hypothetical protein
LOAGDLFN_02753	CDS	450				hypothetical protein
LOAGDLFN_02754	CDS	2412				hypothetical protein
LOAGDLFN_02755	CDS	792				hypothetical protein
LOAGDLFN_02756	CDS	1404	gumD	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
LOAGDLFN_02757	CDS	942	xerC_14			Tyrosine recombinase XerC
LOAGDLFN_02758	CDS	948				hypothetical protein
LOAGDLFN_02759	CDS	1539				hypothetical protein
LOAGDLFN_02760	CDS	1410				hypothetical protein
LOAGDLFN_02761	CDS	573				hypothetical protein
LOAGDLFN_02762	CDS	1095				hypothetical protein
LOAGDLFN_02763	CDS	567				hypothetical protein
LOAGDLFN_02764	CDS	900				hypothetical protein
LOAGDLFN_02765	CDS	2706				hypothetical protein
LOAGDLFN_02766	CDS	615				hypothetical protein
LOAGDLFN_02767	CDS	315				hypothetical protein
LOAGDLFN_02768	CDS	4281	lacZ_13	3.2.1.23		Beta-galactosidase
LOAGDLFN_02769	CDS	1599	aspT_3			Aspartate/alanine antiporter
LOAGDLFN_02770	CDS	3120				TonB-dependent receptor P3
LOAGDLFN_02771	CDS	1446				SusD-like protein
LOAGDLFN_02772	CDS	114				hypothetical protein
LOAGDLFN_02773	CDS	3075				TonB-dependent receptor P3
LOAGDLFN_02774	CDS	1500				SusD-like protein P38
LOAGDLFN_02775	CDS	3171	lacZ_14	3.2.1.23		Beta-galactosidase
LOAGDLFN_02776	CDS	2841	lacZ_15	3.2.1.23		Beta-galactosidase
LOAGDLFN_02777	CDS	3231				hypothetical protein
LOAGDLFN_02778	CDS	1443				hypothetical protein
LOAGDLFN_02779	CDS	2232				hypothetical protein
LOAGDLFN_02780	CDS	1080	cbh_1	3.5.1.24		Choloylglycine hydrolase
LOAGDLFN_02781	tRNA	74				tRNA-Lys(ttt)
LOAGDLFN_02782	CDS	1041	corA_2		COG0598	Cobalt/magnesium transport protein CorA
LOAGDLFN_02783	CDS	498	lrp		COG1522	Leucine-responsive regulatory protein
LOAGDLFN_02784	CDS	426				hypothetical protein
LOAGDLFN_02785	CDS	645	dedA		COG0586	Protein DedA
LOAGDLFN_02786	CDS	594				hypothetical protein
LOAGDLFN_02787	CDS	1014				hypothetical protein
LOAGDLFN_02788	CDS	363				hypothetical protein
LOAGDLFN_02789	CDS	2160	btuB_5			Vitamin B12 transporter BtuB
LOAGDLFN_02790	CDS	489				hypothetical protein
LOAGDLFN_02791	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
LOAGDLFN_02792	CDS	1500	lctP		COG1620	L-lactate permease
LOAGDLFN_02793	CDS	243				hypothetical protein
LOAGDLFN_02794	CDS	4398	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
LOAGDLFN_02795	CDS	738				hypothetical protein
LOAGDLFN_02796	CDS	717				hypothetical protein
LOAGDLFN_02797	tRNA	75				tRNA-Arg(tct)
LOAGDLFN_02798	CDS	315				hypothetical protein
LOAGDLFN_02799	CDS	1350	ybdG_2		COG0668	Miniconductance mechanosensitive channel YbdG
LOAGDLFN_02800	CDS	1656	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
LOAGDLFN_02801	CDS	576				hypothetical protein
LOAGDLFN_02802	CDS	603	ribE	2.5.1.9	COG0307	Riboflavin synthase
LOAGDLFN_02803	CDS	1329				hypothetical protein
LOAGDLFN_02804	CDS	288				hypothetical protein
LOAGDLFN_02805	CDS	972	cbpA		COG2214	Curved DNA-binding protein
LOAGDLFN_02806	CDS	2004	rcsC_26	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_02807	CDS	1743	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
LOAGDLFN_02808	CDS	339				hypothetical protein
LOAGDLFN_02809	CDS	2334	btuB_6			Vitamin B12 transporter BtuB
LOAGDLFN_02810	CDS	2112				hypothetical protein
LOAGDLFN_02811	CDS	3312				hypothetical protein
LOAGDLFN_02812	CDS	2757		3.2.1.40		Alpha-L-rhamnosidase
LOAGDLFN_02813	CDS	1332				hypothetical protein
LOAGDLFN_02814	CDS	1341				hypothetical protein
LOAGDLFN_02815	CDS	3138	rcsC_27	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_02816	CDS	837				hypothetical protein
LOAGDLFN_02817	CDS	588	rclC		COG3059	Inner membrane protein RclC
LOAGDLFN_02818	CDS	1524				hypothetical protein
LOAGDLFN_02819	CDS	861	sigA			RNA polymerase sigma factor SigA
LOAGDLFN_02820	CDS	396				hypothetical protein
LOAGDLFN_02821	CDS	1263				hypothetical protein
LOAGDLFN_02822	CDS	399				hypothetical protein
LOAGDLFN_02823	CDS	1254	mntH		COG1914	Divalent metal cation transporter MntH
LOAGDLFN_02824	CDS	1449	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
LOAGDLFN_02825	CDS	1353	mepA_4		COG0534	Multidrug export protein MepA
LOAGDLFN_02826	CDS	651		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
LOAGDLFN_02827	CDS	822	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LOAGDLFN_02828	CDS	1167				hypothetical protein
LOAGDLFN_02829	CDS	1689	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
LOAGDLFN_02830	CDS	3342				hypothetical protein
LOAGDLFN_02831	CDS	2598	btuB_7			Vitamin B12 transporter BtuB
LOAGDLFN_02832	CDS	1893				hypothetical protein
LOAGDLFN_02833	CDS	858				hypothetical protein
LOAGDLFN_02834	CDS	552				hypothetical protein
LOAGDLFN_02835	CDS	120				hypothetical protein
LOAGDLFN_02836	CDS	483	ftnA_1	1.16.3.2		Bacterial non-heme ferritin
LOAGDLFN_02837	CDS	846	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
LOAGDLFN_02838	CDS	1992				hypothetical protein
LOAGDLFN_02839	CDS	762				hypothetical protein
LOAGDLFN_02840	CDS	807	cpdA_6	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
LOAGDLFN_02841	CDS	414				hypothetical protein
LOAGDLFN_02842	CDS	354	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
LOAGDLFN_02843	CDS	2214	relA_2	2.7.6.5	COG0317	GTP pyrophosphokinase
LOAGDLFN_02844	CDS	1518				hypothetical protein
LOAGDLFN_02845	CDS	1251				hypothetical protein
LOAGDLFN_02846	CDS	717				hypothetical protein
LOAGDLFN_02847	CDS	498	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
LOAGDLFN_02848	CDS	327				hypothetical protein
LOAGDLFN_02849	CDS	1047				hypothetical protein
LOAGDLFN_02850	CDS	1170	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
LOAGDLFN_02851	CDS	2253	ccsA			Cytochrome c biogenesis protein CcsA
LOAGDLFN_02852	CDS	1620				hypothetical protein
LOAGDLFN_02853	CDS	198				hypothetical protein
LOAGDLFN_02854	CDS	1182	irpA		COG3489	Iron-regulated protein A
LOAGDLFN_02855	CDS	1335				hypothetical protein
LOAGDLFN_02856	CDS	696				hypothetical protein
LOAGDLFN_02857	CDS	1941				hypothetical protein
LOAGDLFN_02858	CDS	1266	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LOAGDLFN_02859	CDS	1413				hypothetical protein
LOAGDLFN_02860	CDS	366				hypothetical protein
LOAGDLFN_02861	CDS	960	bioB_2	2.8.1.6		Biotin synthase
LOAGDLFN_02862	CDS	1272	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
LOAGDLFN_02863	CDS	1170	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
LOAGDLFN_02864	CDS	654			COG2830	putative protein
LOAGDLFN_02865	CDS	786				hypothetical protein
LOAGDLFN_02866	CDS	645	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
LOAGDLFN_02867	CDS	726				hypothetical protein
LOAGDLFN_02868	CDS	303	dapF_1	5.1.1.7		Diaminopimelate epimerase
LOAGDLFN_02869	CDS	1449	modF		COG1119	ABC transporter ATP-binding protein ModF
LOAGDLFN_02870	CDS	933	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
LOAGDLFN_02871	CDS	1434	sglT_2			Sodium/glucose cotransporter
LOAGDLFN_02872	CDS	1050		1.6.5.11	COG2070	NADH:quinone reductase
LOAGDLFN_02873	CDS	1299	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
LOAGDLFN_02874	CDS	1059	ansB	3.5.1.1	COG0252	putative L-asparaginase periplasmic
LOAGDLFN_02875	CDS	1170				hypothetical protein
LOAGDLFN_02876	CDS	1179	sstT		COG3633	Serine/threonine transporter SstT
LOAGDLFN_02877	CDS	1437	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
LOAGDLFN_02878	CDS	1509	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
LOAGDLFN_02879	CDS	705	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
LOAGDLFN_02880	CDS	1146	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
LOAGDLFN_02881	CDS	1503	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
LOAGDLFN_02882	CDS	219				hypothetical protein
LOAGDLFN_02883	CDS	1344	bepC			Outer membrane efflux protein BepC
LOAGDLFN_02884	CDS	1209	macA_2		COG0845	Macrolide export protein MacA
LOAGDLFN_02885	CDS	744	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
LOAGDLFN_02886	CDS	1221	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
LOAGDLFN_02887	CDS	1056				hypothetical protein
LOAGDLFN_02888	CDS	726	btsR_2		COG3279	Transcriptional regulatory protein BtsR
LOAGDLFN_02889	CDS	1182				hypothetical protein
LOAGDLFN_02890	CDS	162				hypothetical protein
LOAGDLFN_02891	CDS	450				hypothetical protein
LOAGDLFN_02892	CDS	225				hypothetical protein
LOAGDLFN_02893	CDS	2505				hypothetical protein
LOAGDLFN_02894	CDS	246				hypothetical protein
LOAGDLFN_02895	CDS	495				hypothetical protein
LOAGDLFN_02896	CDS	399				hypothetical protein
LOAGDLFN_02897	CDS	387				hypothetical protein
LOAGDLFN_02898	CDS	1224	xerC_15			Tyrosine recombinase XerC
LOAGDLFN_02899	CDS	267				hypothetical protein
LOAGDLFN_02900	CDS	261				hypothetical protein
LOAGDLFN_02901	CDS	270				hypothetical protein
LOAGDLFN_02902	CDS	573				hypothetical protein
LOAGDLFN_02903	CDS	498				hypothetical protein
LOAGDLFN_02904	CDS	273				hypothetical protein
LOAGDLFN_02905	CDS	4083				hypothetical protein
LOAGDLFN_02906	CDS	828				hypothetical protein
LOAGDLFN_02907	CDS	2679				hypothetical protein
LOAGDLFN_02908	CDS	333				hypothetical protein
LOAGDLFN_02909	CDS	486	sigR_3		COG1595	ECF RNA polymerase sigma factor SigR
LOAGDLFN_02910	CDS	270				hypothetical protein
LOAGDLFN_02911	CDS	570				hypothetical protein
LOAGDLFN_02912	CDS	3864				hypothetical protein
LOAGDLFN_02913	CDS	189				hypothetical protein
LOAGDLFN_02914	CDS	522				hypothetical protein
LOAGDLFN_02915	CDS	177				hypothetical protein
LOAGDLFN_02916	CDS	834				hypothetical protein
LOAGDLFN_02917	CDS	567				hypothetical protein
LOAGDLFN_02918	CDS	522				hypothetical protein
LOAGDLFN_02919	CDS	423				hypothetical protein
LOAGDLFN_02920	CDS	1689				hypothetical protein
LOAGDLFN_02921	CDS	1056				hypothetical protein
LOAGDLFN_02922	CDS	1428				hypothetical protein
LOAGDLFN_02923	CDS	2019				hypothetical protein
LOAGDLFN_02924	CDS	546				hypothetical protein
LOAGDLFN_02925	CDS	804	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
LOAGDLFN_02926	CDS	780				hypothetical protein
LOAGDLFN_02927	CDS	573				hypothetical protein
LOAGDLFN_02928	CDS	753				hypothetical protein
LOAGDLFN_02929	CDS	654				hypothetical protein
LOAGDLFN_02930	CDS	294				hypothetical protein
LOAGDLFN_02931	CDS	870	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
LOAGDLFN_02932	CDS	993				hypothetical protein
LOAGDLFN_02933	CDS	1107	xerC_16			Tyrosine recombinase XerC
LOAGDLFN_02934	CDS	480				hypothetical protein
LOAGDLFN_02935	CDS	672				hypothetical protein
LOAGDLFN_02936	CDS	192				hypothetical protein
LOAGDLFN_02937	CDS	318				hypothetical protein
LOAGDLFN_02938	CDS	1350				hypothetical protein
LOAGDLFN_02939	CDS	420				hypothetical protein
LOAGDLFN_02940	CDS	165				hypothetical protein
LOAGDLFN_02941	CDS	198				hypothetical protein
LOAGDLFN_02942	CDS	477				hypothetical protein
LOAGDLFN_02943	CDS	960				hypothetical protein
LOAGDLFN_02944	CDS	375				hypothetical protein
LOAGDLFN_02945	CDS	1158	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
LOAGDLFN_02946	CDS	702				hypothetical protein
LOAGDLFN_02947	CDS	453				hypothetical protein
LOAGDLFN_02948	CDS	378	ssb_1		COG0629	Single-stranded DNA-binding protein
LOAGDLFN_02949	CDS	921				hypothetical protein
LOAGDLFN_02950	CDS	783				hypothetical protein
LOAGDLFN_02951	tRNA	73				tRNA-Gly(ccc)
LOAGDLFN_02952	CDS	180				hypothetical protein
LOAGDLFN_02953	CDS	261				hypothetical protein
LOAGDLFN_02954	CDS	210				hypothetical protein
LOAGDLFN_02955	CDS	453				hypothetical protein
LOAGDLFN_02956	CDS	189				hypothetical protein
LOAGDLFN_02957	CDS	396				hypothetical protein
LOAGDLFN_02958	CDS	399				hypothetical protein
LOAGDLFN_02959	CDS	537				hypothetical protein
LOAGDLFN_02960	CDS	1122				hypothetical protein
LOAGDLFN_02961	CDS	465	crtK-2		COG3476	Tryptophan-rich protein TspO
LOAGDLFN_02962	CDS	696				hypothetical protein
LOAGDLFN_02963	CDS	612	nreC		COG2197	Oxygen regulatory protein NreC
LOAGDLFN_02964	CDS	741	lutA		COG0247	Lactate utilization protein A
LOAGDLFN_02965	CDS	1368	lutB		COG1139	Lactate utilization protein B
LOAGDLFN_02966	CDS	588			COG1556	putative protein
LOAGDLFN_02967	CDS	729	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
LOAGDLFN_02968	CDS	2229	pflB	2.3.1.54		Formate acetyltransferase
LOAGDLFN_02969	CDS	342				hypothetical protein
LOAGDLFN_02970	CDS	921				hypothetical protein
LOAGDLFN_02971	tRNA	75				tRNA-Glu(ctc)
LOAGDLFN_02972	tRNA	88				tRNA-Ser(gct)
LOAGDLFN_02973	tRNA	75				tRNA-Cys(gca)
LOAGDLFN_02974	CDS	2469	der_2			GTPase Der
LOAGDLFN_02975	CDS	1305	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
LOAGDLFN_02976	CDS	1701				hypothetical protein
LOAGDLFN_02977	CDS	768		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
LOAGDLFN_02978	CDS	1662	recN		COG0497	DNA repair protein RecN
LOAGDLFN_02979	CDS	1197	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
LOAGDLFN_02980	CDS	777	dinG	3.1.-.-		3'-5' exonuclease DinG
LOAGDLFN_02981	CDS	1125	dnaN		COG0592	Beta sliding clamp
LOAGDLFN_02982	CDS	378				hypothetical protein
LOAGDLFN_02983	CDS	1431				hypothetical protein
LOAGDLFN_02984	CDS	825	glgA	2.4.1.21	COG0297	Glycogen synthase
LOAGDLFN_02985	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
LOAGDLFN_02986	CDS	351	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
LOAGDLFN_02987	CDS	1359				hypothetical protein
LOAGDLFN_02988	CDS	2001	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 3
LOAGDLFN_02989	CDS	1662	yidE			Putative transport protein YidE
LOAGDLFN_02990	CDS	798	nudC_2	3.6.1.22	COG2816	NADH pyrophosphatase
LOAGDLFN_02991	CDS	2130	yhgF		COG2183	Protein YhgF
LOAGDLFN_02992	CDS	168				hypothetical protein
LOAGDLFN_02993	CDS	1140	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
LOAGDLFN_02994	CDS	645				hypothetical protein
LOAGDLFN_02995	CDS	666				hypothetical protein
LOAGDLFN_02996	CDS	2625	lacZ_16	3.2.1.23		Beta-galactosidase
LOAGDLFN_02997	CDS	4404	rcsC_28	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_02998	CDS	885				hypothetical protein
LOAGDLFN_02999	CDS	3456				hypothetical protein
LOAGDLFN_03000	CDS	2010				hypothetical protein
LOAGDLFN_03001	CDS	1734				hypothetical protein
LOAGDLFN_03002	CDS	633				hypothetical protein
LOAGDLFN_03003	CDS	1683				hypothetical protein
LOAGDLFN_03004	CDS	3087				hypothetical protein
LOAGDLFN_03005	CDS	555				hypothetical protein
LOAGDLFN_03006	CDS	252				hypothetical protein
LOAGDLFN_03007	CDS	3201				TonB-dependent receptor P26
LOAGDLFN_03008	CDS	1971				hypothetical protein
LOAGDLFN_03009	CDS	1656				IS1182 family transposase ISBthe2
LOAGDLFN_03010	CDS	3105				TonB-dependent receptor P3
LOAGDLFN_03011	CDS	1866				hypothetical protein
LOAGDLFN_03012	CDS	1359				hypothetical protein
LOAGDLFN_03013	CDS	1011	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
LOAGDLFN_03014	CDS	687				hypothetical protein
LOAGDLFN_03015	CDS	1572	sglT_3			Sodium/glucose cotransporter
LOAGDLFN_03016	CDS	1803	glmS_1	5.4.99.1		Glutamate mutase sigma subunit
LOAGDLFN_03017	CDS	2247				hypothetical protein
LOAGDLFN_03018	CDS	1992				hypothetical protein
LOAGDLFN_03019	CDS	2010	rho	3.6.4.-		Transcription termination factor Rho
LOAGDLFN_03020	CDS	378	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
LOAGDLFN_03021	CDS	1191				hypothetical protein
LOAGDLFN_03022	CDS	792				hypothetical protein
LOAGDLFN_03023	CDS	378				hypothetical protein
LOAGDLFN_03024	CDS	834				hypothetical protein
LOAGDLFN_03025	CDS	1854	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
LOAGDLFN_03026	CDS	1203	xerC_17			Tyrosine recombinase XerC
LOAGDLFN_03027	CDS	834				hypothetical protein
LOAGDLFN_03028	CDS	1425				hypothetical protein
LOAGDLFN_03029	CDS	180				hypothetical protein
LOAGDLFN_03030	CDS	1140				hypothetical protein
LOAGDLFN_03031	CDS	1533				hypothetical protein
LOAGDLFN_03032	CDS	1284				hypothetical protein
LOAGDLFN_03033	CDS	1155	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
LOAGDLFN_03034	CDS	1011				hypothetical protein
LOAGDLFN_03035	CDS	1167				hypothetical protein
LOAGDLFN_03036	CDS	1110				hypothetical protein
LOAGDLFN_03037	CDS	966	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LOAGDLFN_03038	CDS	723	ispD_2	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
LOAGDLFN_03039	CDS	1059	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LOAGDLFN_03040	CDS	834				hypothetical protein
LOAGDLFN_03041	CDS	813	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
LOAGDLFN_03042	CDS	1014	gnu_1	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
LOAGDLFN_03043	CDS	810				hypothetical protein
LOAGDLFN_03044	CDS	963				hypothetical protein
LOAGDLFN_03045	CDS	498				hypothetical protein
LOAGDLFN_03046	CDS	495				hypothetical protein
LOAGDLFN_03047	CDS	195				hypothetical protein
LOAGDLFN_03048	CDS	1806				hypothetical protein
LOAGDLFN_03049	CDS	657				hypothetical protein
LOAGDLFN_03050	CDS	123				hypothetical protein
LOAGDLFN_03051	CDS	150				hypothetical protein
LOAGDLFN_03052	CDS	162				hypothetical protein
LOAGDLFN_03053	CDS	1653				hypothetical protein
LOAGDLFN_03054	CDS	309				hypothetical protein
LOAGDLFN_03055	CDS	402				hypothetical protein
LOAGDLFN_03056	CDS	2304	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
LOAGDLFN_03057	CDS	603	engB		COG0218	putative GTP-binding protein EngB
LOAGDLFN_03058	CDS	1482				hypothetical protein
LOAGDLFN_03059	CDS	618	recR		COG0353	Recombination protein RecR
LOAGDLFN_03060	CDS	471				hypothetical protein
LOAGDLFN_03061	CDS	537	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
LOAGDLFN_03062	CDS	591				hypothetical protein
LOAGDLFN_03063	tRNA	75				tRNA-Asp(gtc)
LOAGDLFN_03064	CDS	1386				hypothetical protein
LOAGDLFN_03065	CDS	468				hypothetical protein
LOAGDLFN_03066	CDS	459				hypothetical protein
LOAGDLFN_03067	CDS	2460				hypothetical protein
LOAGDLFN_03068	CDS	732	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
LOAGDLFN_03069	CDS	1659	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
LOAGDLFN_03070	CDS	591				hypothetical protein
LOAGDLFN_03071	CDS	1548		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
LOAGDLFN_03072	CDS	738				hypothetical protein
LOAGDLFN_03073	CDS	678	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
LOAGDLFN_03074	CDS	1287	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
LOAGDLFN_03075	CDS	438				hypothetical protein
LOAGDLFN_03076	CDS	804				hypothetical protein
LOAGDLFN_03077	CDS	1128				hypothetical protein
LOAGDLFN_03078	CDS	2067	ppk_2	2.7.4.1	COG0855	Polyphosphate kinase
LOAGDLFN_03079	CDS	915	ppx2_1	3.6.1.11	COG0248	Exopolyphosphatase 2
LOAGDLFN_03080	CDS	1548				hypothetical protein
LOAGDLFN_03081	CDS	1536	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
LOAGDLFN_03082	CDS	255	atpC		COG0355	ATP synthase epsilon chain
LOAGDLFN_03083	CDS	414				hypothetical protein
LOAGDLFN_03084	CDS	1092	atpB			ATP synthase subunit a
LOAGDLFN_03085	CDS	255	atpE_1			ATP synthase subunit c
LOAGDLFN_03086	CDS	501	atpF		COG0711	ATP synthase subunit b
LOAGDLFN_03087	CDS	558	atpH		COG0712	ATP synthase subunit delta
LOAGDLFN_03088	CDS	1593	atpA_1	7.1.2.2	COG0056	ATP synthase subunit alpha
LOAGDLFN_03089	CDS	870	atpG		COG0224	ATP synthase gamma chain
LOAGDLFN_03090	CDS	735				hypothetical protein
LOAGDLFN_03091	CDS	1623	ravA	3.6.3.-		ATPase RavA
LOAGDLFN_03092	CDS	1314	viaA			Protein ViaA
LOAGDLFN_03093	CDS	1152				hypothetical protein
LOAGDLFN_03094	CDS	1089	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
LOAGDLFN_03095	CDS	789	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
LOAGDLFN_03096	CDS	1359				hypothetical protein
LOAGDLFN_03097	CDS	879				hypothetical protein
LOAGDLFN_03098	CDS	2058	helD	3.6.4.12	COG3973	DNA helicase IV
LOAGDLFN_03099	CDS	3654				hypothetical protein
LOAGDLFN_03100	CDS	582				hypothetical protein
LOAGDLFN_03101	CDS	1155				hypothetical protein
LOAGDLFN_03102	CDS	1176	adh2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
LOAGDLFN_03103	CDS	1668	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
